,comments
27500,인생을   힘들게 하고 있는  가해자들이   아무렇지않게  나와서  웃고  즐겁게  자신의 꿈을  이룬  연애인들  보면  그   고통이  얼마나  심할까~~~~ㅠㅠ
27501,근데 저정도는 장난 이라기엔...
27502,학교폭력은 당연히 나쁘지만 이건 머 한쪽말만 듣고 학교폭력이 되는거냐? 모든지 이야기에는 양쪽의 스토리가 있다. 저번 양예원 사건도 그렇고 윤지오 사건도 그렇고 한쪽얘기만 듣고 그냥 개때같이 달려들어서 그냥 마녀사냥이나 하다가 그러다가 죄없는 사람 자살하게 만들었지? 그런 사건 다 잊어 먹은건가? 윤지오도 완전 거짓말에 다 속아 넘어가놓고 그냥 모두다 정황은 하나도 알아보지 않은채 미친개마냥 달려들어 짖더니만 알고보니 윤지오 는 거짓말과 날조만 일삼는 여자였지. 누가 멍석 깔아주면 알아보지도 않은채 그냥 몽둥이만 두들기는 사람들이 너무 많아 진거 같아 정말 세상이 무서워 지는구나 이건 아무나 걸리기만 하면 마녀사냥 하고 싶어하네 와 특히 이번 정권이 더 더욱 사람들이 점점 집단광기를 보여주네 와 역시 감성만 존재하는 대한민국인가?
27503,Shane Togukawa 진실은 아무고 모르는거임ㅋㅋㅋ
27504,그래...한때의 실수로 타인의 인생은 비참해 졌지....
27505,세월이 지나고 나서도 댓가를 치뤄야 합니다 . 그래야 학폭같은 폭력이 줄어들겠죠
27506,뿌린대로 거둬야죠
27507,애지간히 까대라.쓰레기들
27508,응 인기밴드 아니야~
27509,응 인기 밴드는 맞아~
27510,학폭근본문제는 학교..담당선생님..인성교육..가정환경이가 제일문제아닌가요?가해자 피해자 서로 이래봤자. 무슨소용 있어요..근본문제 해결못하면 계속나와요. 이렇게 큰 언론회사가 가해자만 언급하고 근본문제는 하나도 말없네. 참 어이없다 ㅠㅠ
27511,근본을 거슬러 올라가면 부모 문제죠.
27512,학폭가해자는 나중에는 어떤식으로든 처벌받는다는걸 보여주면 그나마 학폭이 좀 즐어들지 않을까?
27513,친구 때리지 마라 평생 상처로 남는다.~
27514,다시는 못일어서게 해야지
27515,원래 소년원 가야될<br>애들이 잘논다<br>그래서 발탁될 확율이 높지<br>깨어나라!! 개돼지들아....
27516,잘가...이제 끝이구나....ㅋㅋㅋ 사요나라
27517,야 피해자를 뭐 불쌍하게 볼 필요없다.피해자는 로또맞은거지  일진이고 뭐고 다 필요없어 먼저눕는게 승리자여 나도 학창시절에 효린이 삥뜯었으면 지금쯤 잘 풀릴텐데 학창시절에 괴롭힌 애들이 없어서 고민 지금 정산할 사람들이 없다. 그리고 찐따새끼들아 니들이 처맞는거 숨길필요없어 그냥 선생이나 엄마한테 말해 쪾팔린거 아냐 돈줄이여 돈줄 소년원에 가기 싫으면 10배로 뱉어내야돼
27518,못되 처먹게 생겼구만.  효린 인지 뭔지. 연예인이 무슨 공인 이야.  공무원도 아니고.
27519,계약 조항에 넣든지요 그러면...학폭에 가해자로 밝혀졌을 경우 손배부터 책임을 져야 한다고....이런 조항만 있어도 애초에 가해자들은 어느 정도 조금이나마 1차적으로 거를 수 있다.....안하니 문제지 얼굴이나 실력만 있으면 그런거 아무것도 아니라는 관행으로 지금까지 왔던 것이고...
27520,"@Ashley thats me CF나 광고 계약 조항에 이미지 훼손이라는 조항이 있지만, 소속사 계약엔 없음요....더군다나 손배 책임을 물을 수 있다는 문구가 있는 거와 없는 거 차원이 다르답니다...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
27521,hope JUNG ㅋㅋㅋ 쓸때없네요.. 비슷한건 이미있을껄요 다들 공개 안된다고 생각하고 다하다가 저렇게 까발려지는건데
27522,오 아이디어 좋다. 이런사람이 정치해야한다.
27523,굿잡
27524,뿌린대로 거둔다. 누구 욕할거 없쥬
27525,그 고통은 끝까지 잊지못할듯.<br>사과해도 그 시절은 보상받지못한다<br>그걸 너네들이 알고있니? <br>지금 너가 누리는 부와 명예는<br>가당치도 않는다.<br>10년을 다져온 한 아티스트의 뭐?<br>웃기고 있네...10년이상을 고통속에<br>살아온 니 친구의 한을 풀어라...<br>이 인성부족 껍데기야
27526,참 효린 첨나왔을때 어렸을적 몸이 아퍼서 어린시절 고생했다고 방송에서 말하던게 생각나네
27527,카이저소제 유주얼서스펙트 영화가 생가남.
27528,양아치 쉐키들 아 물론 누구라고 말 안함
27529,얼마나 창피할까.. 어릴땐몰랐지만 커서 그런양아치짓한게
27530,영현이 사진 질나온듯  ㅎㅎ
27531,샷샷
27532,잔나비 쟤는 그래도 스스로 탈퇴하지 않았나. 파해자랑 만나서 대화 나눈다고 하고
27533,잔나비도 똑같지<br>자고로 똥은 똥끼리 만나는 법
27534,잔나비에있는 계도 똑같지 쯧
27535,"폭력에 강약이 어디있음,,,ㅡㅡ"
27536,"@John Smith 똑같이 못된짓한 쓰레기인데 덜 잘못하고, 더 잘못한 기준은 뭐지?"
27537,효린이 더심한데 잔나비가 왜 불똥?
27538,가해자가 맨날 웃으면서 핸드폰 인터넷 티비에 나오면 피해자는 그 기억때문에 미치는게 당연한거임. 근데 가해자들은 피해자들한테 절대로 인정안하고  사과안함 돈주고 합의히는게 그게 당연하다고 생각함.
27539,샷
27540,끝났네...
27541,"남은 고통받고 있는데, 가해자는 보란듯 잘살고 있으면<br>제대로 된 세상이 아니잖아~~"
27542,없는 사실을 지어내서 말하겠냐?<br>성추행 폭로보다 더한거잖아.<br>학폭 주인공들은 방송 접는거로는 안되고 자결해야 된다.
27543,고딩때도 아니고 초딩때면 사과문써라~진심으로 그러면 다시 팬할거임
27544,조병규 말고 지금 확실히 해명 된 사람 없지??
27545,학폭피해자가 이런 거 밝히구 그러면 자기 신상(?)에도 안좋지 않아?? 아는 사람들끼리는 누군지 다 알 텐데 그거 감수하고 말하는 거면 사실이 아예 없지는 않을 것 같긴 한데..... 중립기어를 박아야 하는 건가
27546,했을거같은이미지다
27547,"이거 진짜자나 원걸초에 현아 관련 학폭글들 여기저기 올라왓자나 그리고 계속 삭제되고 ㅎㅎ 왜 다들 기억 못해<br>내가 기억하는 내용은 애들 물건 빌린다고 하고 가져가서 돌려주지도 않고, 나중에 현아 학교 전학인가? 아님 가수 데뷔해서 그맘둿나? 그러고 나서 현아 사물함 열어보니 애들 물건들로 가득차있넜다고.. 그거 말고 할머니랑 같이 살앗다고 햇엇던거 같은데"
27548,이거 트루야? 진짜 학폭 맞음? 누가 좀 알려줘~
27549,관상 관상 하는데 괜히 관상은 과학 이러는게 아님..
27550,현아 학교다닐 시간도 부족했던 사람인데 틈틈히 학폭 어찌함 ㅋㅋㅋㅋ 그리고 진짜면 전성기때 터트렸겠다 거짓말도 참 진짜 노래가사 그대로다 잘나가서 그렇지모 예뻐서 그렇지머 다들 부러워서 뻥쳐 ㅋㅋㅋㅋㅋ
27551,코로나땜에 안그래도 머리아픈데 이거보고 더 머리아파짐...
27552,기자 놈이  고민이라는 게 할말이냐?...그런거 찾아가서 피해자라고 주장하는 사람들 만나보라고 기자하는 거란다..이 자식아..책상에 앉아서 남이 쓴 기사 그대로 베껴 쓰다가 찾아가서 취재하고 보도하는 것이 익숙하지 않은 것이지..학폭 주장하는 글 올라오면 피해자 찾아가서 만나보면 될것아니냐..그 사람 만나보면 진실인지 아닌지는 그 진실성을 그냥 알수 있지.
27553,현아 아닐꺼라 생각했는데 원더걸스 데뷔시절 현아과거 유명했기도 했고 그타이밍에 원걸 퇴출되기도 했었긴하네 뭐가 진짜일까
27554,할많하않.........
27555,현아랑 초등학교 같은반 동창에 같은동네 살던 애가 친한 동생이라 별의별 말을 다들었음... 참 할말 많은데 노코멘트 합니다. 손바닥으로 하늘을 가릴순 없죠. 언제가 될진 몰라도 결국은 드러날겁니다.
27556,아니라고 해명햇어요
27557,현아는  착하지않나! ㅋ
27558,현아...대박 너도 학폭 정말....실망이다 철저하게 조사 해야한다
27559,어직 확정도아닌데 단정좀 하지마라
27560,현아는 좀 에바 ㅡㅡ 대뷔한지가 언젠ㄷ니ㅣ
27561,현아좀 괴롭히지마
27562,현아가 오히려 피해자인거모르나?<br>이딴 뉴스가 피해자 피눈물나게 만드는거다<br>jtbc도 이제 거른다
27563,뉴스 뒷북오지네<br>이미 자작한거 들통났는데 이제와서 보도하는건 뭐임?
27564,원래 때린사람은 기억 못하지 ㅋㅋㅋ맞은 사람만 평생 기억해...
27565,현아는 교복도 안줄여입고 굉장히 내성적이고 조용한 아이였어 .  학폭은무슨 모함이야. 중학교때 캐스팅되서 연습생하고 고등학교때 데뷔한애야<br>학교다닐시간도없고 일만하고 산 애가 현아야<br>이것들이 어디서 거짓말로 사람매장시키려들어??<br>큐브짓 아니야?? <br>현아나가고 폭망하니깐 현아 매장시키려고 <br>큐브 여자아이돌 서수진이가 진짜 학폭가해자이고 모든 동창들이  실명거론하며 인증하고있지.
27566,무고한 사람들이 엄청 많아서 죄없는 피해자가 많아지겠지만 저게 이슈가 커지면 커질 수록 학폭은 줄어든다<br>정부나 국개의원들 높으신분들이 방관하니까 우리라도 나서서 이렇게 해야 좀 바뀌지
27567,이다영  이재영이  쏘아올린    작은공이     여럿죽이네 ㅋㅋ   갓재영 갓다영 당신들은도대체  ㄷㄷㄷㄷㄷㄷ
27568,2021넨엔 학폭 때문 온 세상 사람들이 휘말리게 되나봅니다 또 누가 튀쳐 나올 것인지 ~~ 걱정됩니다
27569,이제 1일차다 앞으로 줄줄이 나올테니 멘탈제대로 잡고있어라ㅋ 나다 싶으면 얼른 연락해서 합의금주고
27570,현아가 유명하다는 이유로 메인으로 걸어놓고.. ㅋ 현아가 제일 늦게 터졌고 심지어 폭로내용도 제일 부실한데 의도가 투명하네요.<br>그리고 현아 글 쓴 사람은 반박 댓글에 제대로 대응도 안하고 그냥 글 삭제했는데 이건 뉴스로 따로 보도 안해주나요?
27571,그렇지  일단  사실무근이지 ㅋㅋㄱㅋㅋㅋㅋ 폭로자가 한명이면 반신반의 하겠지    근데  다수가  나오면  말다한거지
27572,초딩때 대체 무슨 일이 있었기에..학폭이란 단어가 사용되는지..참으로 요지경이로다...
27573,해명글 올라오고 얼마 안 가서 원글자가 글 삭제한 거 보니까 거짓 폭로일 가능성이 높을듯.. 다른 사례들 보면 해명하고 소속사 대응 글 올라오니까 추가 폭로 이어지던데 글 바로 삭제된거 보면 거짓일 확률이 높네.. 근데 거짓 폭로 하면 실제 폭로자들은 뭐가 되냐고 ㅜ 피해자 두 번 죽이지 말고 루머 그만 좀 양성했으면
27574,제이티비씨 현아가 해명하고 글쓴이 글삭하고 튀었는데 뭔 현아가 진짜 학폭한것처럼 몰아서 뉴스까지 내보네요?? 생각있으세요??
27575,진짜 괴롭힘 당했으면<br>티비에서 보고 싶을까?<br>물론 무고죄는 걸러내야 하는데
27576,학폭발고 윤지선 뉴스나 좀 내보내라
27577,정말 인성이 좋았던분들은 루머든 찐이든 이딴 글 자체가 안올라옴 어쨌든 학폭을 가했던 그분이 기억은 못할지라도 그분땜에 피해를 봤던 분이 있어으니깐 그런 글이 올라오지
27578,뭔 말이 안되는 소리를 하고있어요. 인성이 좋았던 분들은 루머든 찐?이든? 찐인데 어떻게 안올라와요 ㅋㅋ찐인거 자체가 인성이 안 좋다는건데 그리고 님 논리자체가 정말 무서운 말인거 인지하셔야 할 것 같은데 사실이니까 올린거다 그러므로 무조건 가해자다? 님 그딴 소리가 통용되는 세상이면 저부터 용서못합니다. 생각없는 신념을 가지지말고 생각을 하고 신념을 쌓으세요.
27579,연예계에 데뷔하는 몇몇애들 과거에 지 잘못은 싹다 대가리에서 삭제하고 이미지메이킹으로 살았구나 정말 소름이다....
27580,현아 이미지가 워낙 쌔니 뭐 한번쯤 그랬을수도 있을것 같긴한데 초등학교 5학년때 일이면... 워낙 오래전일이라 증거가 없을테니... 그냥 헤프닝정도로 넘어갈 수 밖에 없을듯 아님 그당시 CCTV라도 확보를;; 몇년전도 아니고 거의 이십년이 다 되가는 일인데 그때 말안하고 지금 한다는건 실제엿음 몰라도 증거가 없음 그냥 <br>꽃뱀처럼 한 몫챙길려고 하는것처럼 보임..
27581,"몇년전에 유행했던 말이 생겼죠 “피해자의 증언이 증거다” jtbc,민주당에서 여론 몰아서 억울한 가해자를 만들어냈듯이 이번에는 어케될지 궁금해지네요. 여자 성별도 껴있어 그들이 움직이질않을 가능성이 높지만 ,, 아 물론 진짜 가해자는 처벌 받아야죠!"
27582,류승수가 말한 유명하진 않고 돈만 많이 버는 사람이 되거라
27583,아니땐 굴뚝에 연기나겠나?    쌍둥이가  나라를 망쳤다
27584,학폭은 미투랑달라서  사실관계가 크다 ᆢ
27585,유포자가 글삭제하구 튀엇는데 뭘더 할말이많아서 ㅋㅋㅋㅋㅋ살다살다 현아를 까다니진짜 ㅋㅋㅋㅋㅋ어이가 털린다
27586,"이게 진짜라면, 일대일로 있다가 맞았으면 싸웠다고 할수도있지만 다대일은 학폭이 맞지.<br>근데 이게 진짜든 가짜든 학폭이 너무많다느니 철없던 시절이라느니 그런말은 왜해요? <br>학폭을 옹호하는듯한 말을 하면 안됩니다.<br>일단 다른사람이 이에대해 뭐라 판단할 근거는 없으니 그냥 중립박고 지켜봐요."
27587,초딩 시절 싸운 것도 들고 나오네~
27588,"그 당시 같은 반 친구들이 30명 있었을 텐데<br>스타 옹호 해주는 친구들이 한명이 없어 ㅋㅋ<br><br>학폭 이야기 나오는 얘들은 ㅋㅋ<br>정말 일진 놀이 한거냐, <br>아님 정상적인 교우관계를 못하고 산거냐 ㅋㅋ<br>본인들 학창시절 한번 돌아봐야지 않겠음??"
