,0
271,거 같은 애들 나올줄 알았음
272,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😢😢😢😢😢😢😢😢😢😢🇰🇷🇰🇷😢🇰🇷🇰🇷🇰🇷🇰🇷❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
273,good
274,배로나아님?
275,아님
276,"<a href=""https://www.youtube.com/watch?v=rVUD0uEIAY4&amp;t=3m11s"">3:11</a> 오늘 수업↗(삑사리)은 여기까지"
277,ㅋㅋ
278,[.      ] ==============================&gt;  🧒<br>                                                                           💪👚💪<br>                                                                                 👖<br><br>잠시후~<br><br><br><br><br><br><br>👚<br>👖 사람은터짐ㅋㅋㅋㅋㅋ<br><br><br><br><br>1시간후~<br><br><br><br><br>😭😭😭😭😭😿😿😿이미꾀꼬닭<br><br><br><br><br><br>4시간후~<br><br><br><br><br>💀💀💀💀<br><br><br><br><br><br><br><br><br><br><br>99년후<br><br><br><br><br><br><br>거긴<br><br><br><br><br><br>🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚗🚙🚙🚙🚚🚛🚛🏎️🏍️🛵🛣️🛣️🛣️🛣️대버린무덤
279,소현님 수고하셨어요ㅜㅜ
280,특제소스가 뭐지? 오줌인가?
281,@나헬로 죄송합니다
282,@내구독자수 일본망할확률 모르수도 있죠
283,영상 끝까지 안봄?
284,까나리액젓
285,이누나데게못생긴
286,너보다 낮음 ㅋ
287,Le ve😈😈  <br>😁😁😁😁😱😱
288,야 바보들아 세끼야
289,ياربيي اكرة التنمر 😑
290,ㅠ슬프겠다
291,진짜 짜증나게 연기 잘하시네
292,그 소녀는 그들에게 아무것도하지 않았지만 여전히 그녀를 다치게했습니다. 그래서 무례 ..
293,"<a href=""https://www.youtube.com/watch?v=rVUD0uEIAY4&amp;t=0m57s"">0:57</a> 이거 약간 웃낀데? <br>ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
294,"<a href=""https://www.youtube.com/watch?v=rVUD0uEIAY4&amp;t=1m41s"">1:41</a> 감동파괴 ㅇㅈ?"
295,아니 조회수 실환가 ㅋㅋㅋㅋㅋㅋ
296,으째
297,맨처음에 생일할때 뭐 스폐셜 케익??그때 이은비?라는 사람이 슬퍼하겠다 ㅠㅅㅠ
298,처음엔 생일 모자쓴언니 착한줄 알았더만 나쁘네...
299,불쌍해
300,다 일찐이에요??!
301,저거 연기끝나고나면 당사자한테 엄청엄청엄청 미안하다고 햇을듯..ㅠ ㅎ
302,까나리 묻히는데 자기 옷에도 묻었네
303,이거 학교에서 학폭예방교육할때 자료로 보여줌!!!
304,"<a href=""https://www.youtube.com/watch?v=rVUD0uEIAY4&amp;t=0m35s"">0:35</a> 편의점 아줌마"
305,어린분들은 이 드라마 안봐서 모르시는것 같네요 ㅎㅎ<br>이 영상 드라마 입니다!<br>Notice: This video is drama.<br>通知:この映像はドラマのワンシーンだ。
306,아이고 참으로재밌겠구먼
307,自分たちも卵と小麦粉とお茶を自分の頭にかけてみな
308,自分たちでいじめてるんだから笑わないほうがいいよ
309,あの子卵と小麦粉とお茶こぼされてすごい嫌がってましたすごい変な動画ですね
310,これは校内暴力などの学校で起こりうる重い素材とラブ素材が混ざったドラマです。
311,私にはいじめっ子だと思います
312,卵かけるの自分にやったほうがいいよ頭おかしいねなんで最後に喜んでんだよ
313,ドラマだから演技ではあるけど、そう  私も  なぜ  笑うのかは  理解できない。 何が面白いんだろう。
314,自分もさぁサプライズ12さぁ1の誕生日に君もやられたらどうかなお友達も嫌がってるんだよ
315,誕生日プレゼントばかじゃねーのかよ
316,10分にかけろよ君も
317,ㅑ돊ㄴㅎㄷ ㅕ오롷ㅎㄹㅎㄹㄹ츄 ㅑㅇㅎ로륫 ㅎ옥ㅍㅎ오 ㅓ유거갸쟈ㅑ어 ㅐㄷ록ㅎㄹ
318,안녕하세요
319,"<a href=""https://www.youtube.com/watch?v=rVUD0uEIAY4&amp;t=1m12s"">1:12</a> 박지선같내"
320,하지만 가끔은 학대와 때리기 때문에 운다
321,해외 카지노 생방송 톡 톡:fkbo1 추가시 신규5만 쿠폰쏨니당~~
322,진정 즐길줄 아는 당신이 오늘의 주인공 입니다 해외카지노 톡:fkbo1 신규5만 쿠폰쏨니당~~
323,😢😢😢😢😢😢😢😢😢😢😢😢
324,Eso es bullying en corea y en mi país fin de año o feliz cumpleaños 😂
325,Síiiiii típico jjajajajajajj
326,이시발세끼
327,아물이 연기 라도 너무하다ㅜㅜ
328,니 맞춤법이 더 너무함
329,"Dia yg ulang tahun kok temen nya yang di lemparin telur,tepung"
330,요즘 시대 진짜 저런짓 하는 학생들이 있을까....  남인생 억누르려고 태어난 사람인가.. 이 영상을 보고 만약 찌르는 분이 있더라면 자기잘못 재빨리 뉘우치세요. 나중에 큰코다쳐요.
331,아 왕따한분 이름은 이은빈님이라고 하시네.
332,김소현임
333,이분 이름 이은비 아님
334,소현님 넘 불쌍해ㅠㅠㅠ소현님 힘내세요ㅠㅠㅠ
335,연기인데 왜 받아드림?
336,애정표현오지네
337,근데 저 일진들도 참 지극정성이다 계란이랑 밀가루 까나리 액젓 저거 다 돈인데...그래도 동물복지 유정란에 유기농 백설 박력분이었길...
338,"<a href=""https://www.youtube.com/watch?v=rVUD0uEIAY4&amp;t=1m04s"">1:04</a> 뭐야 그냥지옷에뿌리자나"
339,은비언니힘내!
340,Yeeeeeeeeee
341,와...개란 개 아프겠다....
342,애야 인생는말이야 내멋대로대는개아니야 그래서 인생이 재밌는거지
343,😢😭
344,Rasa nya menharu kan banget😢
345,저런 애들이 다있나😡
346,연기인데 주접떠는 애
347,"<a href=""https://www.youtube.com/watch?v=rVUD0uEIAY4&amp;t=0m52s"">0:52</a> What&#39;s the actor&#39;s name?"
348,@ほのボノニ What&#39;s the name of the show? Array
349,kim so hyun💕😍
350,일진들아너희도당해봐^^왕똬기분이얼마나잔혹한지^^
351,야 이거 NG나면 힘들겠다.
352,저거 연기하고 저거 다 언제 씻지...
353,Wow
354,죽은. 너희들이 있다면. 너무 부자
355,악. 정말. 친구가되다
356,애들 넘 하네..
357,줄거리 트위스트 : 생일에 깜짝 놀랐던 소녀는 착한 척했지만 실제로는 케이크 재료가 쓰러진 소녀를 아끼고있다
358,제가....왕따당하는데.......힘들어요 ㅜ
359,난...저런연기 못하겠오...<br>연기도 그런데 저게 실제면...;;
360,可愛いからっていじめしないの
361,처음에 NG 나면 .. ㅎ
362,Who are you:school 2015 (netflix
363,The dark side of South Korean school...
364,さいとうあすかに、にている
365,이 영상자료로 편집해서 영상 만들려고 하는데 <br>출처 남기고 사용해도 되나요?
366,저거 먹어봐 ㅂㅅ아 ㅋㅋ 참 ㅆㅂ 사람을 개 ㅈ같이 만든다ㅂㅅ들
367,"@김정란 몰입해서 그만.,,."
368,연기인데?
369,계란 너무 아프겠다ㅜㅠㅠㅠㅠㅠㅜㅠ 연기라도ㅜㅠㅠㅠㅠㅠㅠㅠ 너무 아프겠다ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
370,처음에 강소영 착한역인줄
371,😭😭😭
372,와진짜너무나쁘다특히강소연나쁘다^^??
373,연기라구
374,아직도 생각이남...왕따한테서 냄새난다고 주위친구들이 손으로 계속 부채질했음. 솔직히 냄새도 안나는데....진짜 착하다고 생각했던 친구들까지 다 똑같은 행동 하고 있었음. 내가 안하니깐 눈치보일정도. 진짜 사람들이 왜 저럴가 싶었음. 내가 이상한건가?
375,@빨간모자 ㅈㅅ.. 세상기준이 병신임
376,@왕버섯 뭔소리야
377,ㅇㅇ니가이상한거야 세상기준에 맞춰살아야지
378,우리학교도 여자가 왕따였는데...
379,かわいそう！
380,Perfect girl🔥💪🥺😮🌎😍🇧🇷😮😮😮😮😮😮
381,ويش اسم المسلسل؟؟
382,@٠Jeon Hanan٠  <br>ااء شكرا يعمري 💜
383,@Avian Park اتوقع اسمها مدرسة ٢٠١٥
384,اذا عرفتي قليلي 🤷🏻‍♀️☹️
385,메이킹 보니까 촬영 후에 감정 남아서 울던데 마음 아파 ㅠㅠ 다들 연기 넘 잘했어 추억이당
386,아스타 그피 룰라 알라 짐
387,불쌍해하지않아요?
388,The bad girl &amp; good girl
389,와 지금봐도 이은비님  맡으신분 진짜 이쁘시다...
390,@치치 🌜.ᐟ 어린애들이랑은 말 섞으려 하지 마셈.
391,@치치 🌜.ᐟ 아니에여 괜찮아요
392,@은빙 아..기분 나쁘게 느끼셨다면 죄송합니다
393,@치치 🌜.ᐟ 님이  먼저 시비거셨잖아요.
394,@은빙 왜요
395,안녕하세요 Kk plisss를 요구할 수 없습니까?
396,ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ ㅠㅠㅠㅠㅠㅠㅠ
397,Alguien en español??
398,불쌍해ㅠㅠ
399,방송연애언니김소현언니괴롭히기만해봐교장선생님이뤄받질거야
400,과몰입충
401,특제소스 정체가 뭘까??
402,까나리 액젓?
403,😭😡💔👎👎👎
404,So Beautiful that crying girl
405,Drama name:who are you
406,Кто говорит русский лайк 👍
407,하필 고등학교에서 김소현언니 머리에 밀가루를  뿌려서 머리에  밀가루 냄새나게 ㅋ
408,아니 잔만 여고야?나도 여고 가는데...혹시 모르니까 개명하고 갈까
409,저미서요
410,제미서요
411,Iokkkkkkkz
412,Gosto desse tipo de vídeo
413,와..아무래도 그왕따 연기한분 영상 끝나고 빡빡씻었겠다..
414,나도 고등학교되면 왕따될까 겁먹음ㅎㄷㄷㄷ
415,마음이 아프다
416,ステップ4！私らにもかけて〜
417,Да обидно и больно я на нее м месте ударила бы
418,no entiendo nada
419,불쌍
420,못되다
421,I am sorry what is this name drama
422,School 2015
423,اسم المسلسل بلييز
424,케이크만들땐 박력분쓴다
425,인간을 저렇게 미친거 아니냐
426,Tek tek
427,으윽까나리 초있었으면큰일날뻔...ㄷㄷ
428,거저 첫번째 그거 NG당하면 완전 빡칠들;;;;
429,Vous avez pas honteeee 😠😠😠😡
430,La pauvre 😢😢😢
431,楽しくないよ
432,Hay solo niñas en la clase no hay chicos
433,그리고  자옥에 잘가!!!!!
434,아오 진짜  니네 만나면  경찰서에 바로 신고한다 !!!
435,🤐🤐
436,틱톡 에서밧어요 ㅎ ㅎ ㅎ
437,Waw😍😍😍
438,저거 계란이랑 밀가루랑 카나레이저 부을때<br>MG 나면 큰잉날듯ㅋㅋㅋㅋ
439,하.. 진짜 내가 학교폭력 당해서 아는데 너무 고통스럽지
440,이은비.....
441,내이름......
442,아니 근데 재들은 자기들도 무슨 밀가루도 맞고 특재 소스까지 맞았는데 뭐라 안하네
443,세상에 너무 아름다운 드라마
444,ㅇㅈ
445,Hœlæ
446,Like si vistes este dorama muchas veses y te puso triste
447,개어이없네ㅋㅋ 나동네일찐 다이김 짜증!
448,와 나 이거 찐팬이었는데 5년전에 티비에서 방송할때 맨날봄 ㅋㅋㅋ
449,Amei
450,Ou
451,완전 동안에 인성이 문제 있어 연기 하지만 이건 아니지
452,와제수었어누가이걸던저안전별로완전싫어
453,"Hi, I&#39;m from indo but I really like the film"
454,candm dikiiionanan na na
455,계란  맞으면 아플탠데 그거 진짜 냄세나 겠어요. 연기 아니여도
456,왕따면다아닝징 일찐들나쁘네!!!!!<br>내
457,quem ama bts
458,와~인성없는여자들
459,왕따라고 무시하지 마세요.<br>무시해서 왕따가 된거니까..
460,Jajaja está bueno 😂
461,Cómo se llamará el dorama
462,🥳
463,구글검색 총알티비 개야함
464,야외에서 벗방하는 총알티비 BJ 꼭보셈
465,육덕몸매 bj 맞방잼있음 총알티비 ㄱㄱ
466,良いですね
467,😡🤬
468,이거뭐해요
469,내가 지금도 보면거 느끼는게 와 집에 일본도 항상 가지고놔야겠네
470,North korea i don&#39;t like
471,Boa noite amiga linda
472,계란 엄청 아플텐데...
473,"<a href=""https://www.youtube.com/watch?v=rVUD0uEIAY4&amp;t=0m56s"">0:56</a> 에임 보소"
474,마지먹의 특제 소스 무엇
475,👍👍👍👍👍👍
476,나는이 싫어 👎
477,صارت، كيكه.؟ 😃
478,للأسف
479,عرب ؟😭
480,هنا
481,No entiendo 😐
482,Drama nmee???????
483,미테쉬한거에요
484,I&#39;m good at Korean.
485,눈깔을 찌저 버릴라
486,Ж шщг щтжжкнж жктфхтф жфкжткж5
487,😀
488,소영노무 스끄 친구가 왕따당하는데 맨첨엔 막 미안한것같은 표정 짖더니 감히 알라뷰???!!!
489,와   못생긴것들이 생 날리를 쳐요 쯧쯧
490,Guey no ablo taka taka
491,😿😭😭😭😭😭😭😭
492,3afakoume bidoune tajahoul li taye3erefe semiyat le mouselesel
493,아 ㅡㅡ 이건 너무한거 아니냐고
494,이것은 진짜 개입니다
495,إسم المسلسل <br>بالعربي:المدرسة 2015 <br>بالنكليزي :Huayu: Hakgyo 2015 <br>فاعله خير 😄😄😄😄😄😄😄😄
496,بس أي حلقه
497,شكرا كتيييييير 😀😘😍😍😍😄😄👍
498,Coitada
499,와 근대 이거 하다가 현타 겁나 많이 왔겠닼ㅋㅋㅋㅋ 진짜로 존경 합니다 ㄷㄷ
500,와 연기 겁나 잘하네 ㅎㄷㄷ 나도 저렇게 연기 잘했으면 ㅠ3ㅠ ㅜ3ㅜ<br>이거 콕tv님이 시청 하고 ㄷㄷ
501,불쾌한 사람들
502,여 주인공이 읽은 유감.
503,Kalo aku ada di situ aku akan balas dendam like
504,ㄴ
505,Son malas😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠
506,와 깡패들 X나 나빴다
507,걍 샘한테 말하거나 말빨털거나 하면 되는데 답답해
508,그게 쉬운줄 아세요!!!!!
509,와
510,와
511,So eu que sou do Brasil aqui
512,"Filmnya bagus, tpi kurang setuju sama endingnya, harusnya eumbi sama tegwang, eumbyol sama Han ian.. Hmmp"
513,At first i thought she was innocent because of her expression but she was the evil
514,حلو
515,"Hello my name is a khusbo  and the video is a all very different and state ,"
516,|&gt;&lt;&quot;والمؤمنون
517,شسم ال مسلسل بليز
518,Keren
519,انا العربي الوحيد
520,"<a href=""http://www.youtube.com/results?search_query=%23_"">#_</a><a href=""http://www.youtube.com/results?search_query=%23_"">#_</a>@*&quot;&quot;_$*$<br>Jaisyux gás xhhqoxi jeitosos jogo"
521,나 욕나올뻔함..ㄷㄷ난저딴 애들 필요없다!
522,Wow mencanta 🤗
523,Русские отзовитесь !😂😂😂🤣🤣🤣🤣
524,Bom 😁
525,Cok yazik kiza ya kiyamam
526,vocês japoneses são muito estranhos
527,불상해 ㅜㅠ<br><br>나면 왕다 아니데<br><br>ㅠㅠㅠㅠㅠㅠㅠ
528,Ayong naseo
529,특별쇼스 까나리액졌 <br><br><br>.....
530,No entendí nada pero igual le doy like JAJAHA
531,مو اسم المسلسل
532,送盎然有不同送
533,So angry
534,삶은 달걀 머리에 까먹는것도 아픈데 저거 연기 어떻게 한데?
535,💔
536,what is the name of this movie or something? ? pls😇😇
537,Who are you school 2015
538,😭😭😭🤧🤧
539,헐
540,ḤḞḠḤḭ Ḥ׀ḠJḠḞ
541,Quienes hablan español
542,"나처럼 학교 괴롭힘으로 고통받는 사람, 그리고 자살"
543,"Omg, it supraspinatus the best time 😏😛"
544,2020?
545,شو اسم المسلسل
546,偶 死 撒旦
547,헐
548,いじめあかん<br>警察👮‍♀️
549,김소현은 창복꺼다
550,Title
551,왕다불쌍해ㅠㅠ<br>ㅠㅠㅠㅠ
552,°μ^
553,Wow
554,왕따시키는애들 특징 궁금함
555,ババン！うざぁー
556,헐.........................😒😒😒😒
557,와 저××와놔
558,와 전학생들 미쳤다 새낑가
559,와 인성...
560,Cómo se llama la Drama
561,Gracias ❤️
562,Who are you school 2015
563,헐 대박
564,저런 건 일어나서 죽빵을 갈기면 됩니다
565,🐶나빠저게나면일찐들머리샷하고머리통뿌셔버릴얌^^
566,미×
567,في عرب يقلي شنو اسم المسلسل
568,😢😢😭😭
569,근데 저 밀가루뿌린 친구도 치마에 못 입고다닐정도로 밀가루 묻었는데ㅋㅋㅋ
570,내가 저런 학생들 봤으면 흠신 두들겨 팼겠다
571,"아 .. 나 태어나고 나서 계속 통영에 살았는데 드라마도 찍었었구나 ,,,,"
572,나쁘다
573,😂😂😂😂
574,Eres latino o no
575,Shaw name of the series
576,شو اسم المسلسل
577,맨처음나온 브금알려주세요!!
